Unique ID,Location,Photo link,LINK,Part No,Description,STORE quantity,,
2026382,52143,,,TCS230,COLOR SENSOR,2,,
2026383,52143,,,GY9960,RGB & gesture,2,,
2026384,52143,Picture,https://robu.in/product/dfrobot-gravity-as7341-11-channel-visible-light-sensor/,AS73411,gravity visible L sensor,1,,
2026385,52143,Picture,https://www.amazon.in/Sharvi-L14F1-Phototransistor/dp/B09HN43MDS,L14F1,photo transistor,3,,
2026386,52143,Picture,https://quartzcomponents.com/products/uv-light-sensor-breakout-guva-s12sd?variant=44161650393322&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOopLxWgy3RXL7NG4mE9sL-LH0EPYB6qSJ3naDlXXgwGFDWJFazZ_53E,,UV detection sensor,4,,
2026387,52144,Picture,https://amzn.in/d/0h9YVAsU,,Rain drop sensor,3,,
2026388,52145,,,PAM8403,Audio Amp,1,,
2026389,52145,Picture,https://roboticsdna.in/product/lm386-audio-amplifier-module/?src=google&kwd=&adgroup={adgroup}&device=c&campaign={campaign}&adgroup={adgroup}&keyword=&matchtype=&gad_source=1&gad_campaignid=23684419086&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-kx-xoTUj7dIvcBD9GchiH_wle79aQTgEv66yb-0zp7PmwLF56sq_BoCgc4QAvD_BwE,LM386 Module,Audio Amp MODULE,2,,
2026390,52151,Picture,https://amzn.in/d/0bLYDryp,,Thermistor sensor,3,,
2026391,52152,Picture,https://www.flyrobo.in/433-mhz-rf-modules-tx-rx-pair-sensor?tracking=ads&srsltid=AfmBOopvSl09corEvC-r_AtNH6oqtL6jjPlofzCZdbmjwKZCkGKLj0a9uk0,,TX RX module 433MHz,3,,
2026392,52153,Picture,https://www.ktron.in/product/female-usb-socket-straight-pinout-type-a/?srsltid=AfmBOopEPufV8ADWeVMLpRlp8RtXVtJRCw_bjx6ZXWFC1lgA9KOVkOnC,,USB port,22,,
2026393,52154,Picture,https://robocraze.com/products/voltage-sensor-module-25v?variant=40192689471641&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=google&utm_medium=cpc&utm_campaign=BL+%7C+Pmax+%7C+Feed+Only+%7C+All+Products+%7C+Top+5+Cities+%7C22%2F06&utm_source=googleads&utm_medium=ppc&utm_campaign=21400046529&utm_content=_&utm_term=&campaignid=21400046529&adgroupid=&campaign=21400046529&gad_source=1&gad_campaignid=21406494659&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-gOLQ9ox4p67nBp1JYuEf2H0soB58PdKudcdA02-ok_MsFE3MvurvxoC6uwQAvD_BwE,,Voltage sensor,9,,
2026394,52155,Picture,https://www.desertcart.in/products/734436974-amg8833-8x8-thermal-camera-sensor-ir-infrared-temperature-thermal-imager?gad_source=1&gad_campaignid=23077216304&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-hVH-mtEnNXQx1PfGhjv2O_oueFzraAUx7sArAefpCmzxhNUh-bCHBoCA38QAvD_BwE,,Thermal camera sensor,4,,
2026395,52211,Picture,https://www.amazon.in/SparkFun-14874-Configurable-OpAmp-Board/dp/B07KGK5PZM,TSH82,dual opamp High speed,11,,
2026396,52212,,,,3-AXIS Analog Accelerometer,2,,
2026397,52212,Picture,https://robu.in/product/gy-271-hmc5883l-3-axis-electronic-compass-module-magnetic-field-sensor/,GY271,gyrosensor,3,,
2026398,52213,Picture,https://roboticsdna.in/product/ttp223-singel-touch-sensor-module/?src=google&kwd=&adgroup={adgroup}&device=c&campaign={campaign}&adgroup={adgroup}&keyword=&matchtype=&gad_source=1&gad_campaignid=23684419086&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nl78nCgbr1e2LIUI-ue-pXlchPYEskeJ-QlI_DlnQAvpMfCEIVO-wBoC3woQAvD_BwE,,Capacitive touch sensor,4,,
2026399,52214,Picture,https://rajivelectronics.com/product/aht10-digital-temperature-and-humidity-sensor-module-i2c?gad_source=1&gad_campaignid=23974608471&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-uRFb0fxOWoot6zeo3ButXYeIClEpy1VZO24OUVyyuiIGaiDed2hGBoCXdQQAvD_BwE,AHT10,Humidity & temp module,2,,
2026400,52214,,,AHT20,Humidity & temp module,12,,
2026401,52215,Picture,https://hubtronics.in/magnetic-reed-switch-module?gad_source=1&gad_campaignid=22872103083&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nubqsmDro8xJ9IqHlYuIAqAZ2Hc7CVimBSw-Z-5ZWRBvzVaeQAMMeBoCwysQAvD_BwE,,Reed switch module,4,,
2026402,52221,Picture,https://robocraze.com/products/16-bit-i2c-4-channel-ads1115-module?variant=40193097695385&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=googleads&utm_medium=ppc&utm_campaign=23532455691&utm_content=_&utm_term=&campaignid=23532455691&adgroupid=&campaign=23532455691&gad_source=1&gad_campaignid=23537557136&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-rdFrVV_Z01jFqueo1fMqHlFtnFWwyeKaqKt-7oT-gwcZBL1WKLfAxoC6-0QAvD_BwE,ADS1115,I2C,3,,
2026403,52222,,,,8-channel bidirectional logic level Conv,2,,
2026404,52222,,,,4-channel bidirectional logic level Conv,1,,
2026405,52222,,,,DIP to SOP IC base 8 pin,8,,
2026406,52222,,,,DIP to SOP IC base 28 pin,1,,
2026407,52223,Picture,https://robu.in/product/125k-rfid-tag/?gad_source=1&gad_campaignid=20387462343&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nnYgQJxwHA4NKi974EExZ_JM6u_WCkKfFwAUFHfWGU9WfiAJ39Ck_BoCIqwQAvD_BwE,MAX9814,mic module,1,,
2026408,52223,,,KY037,mic module,3,,
2026409,52223,,,INMP441,MEMS mic,17,,
2026410,52223,Picture,https://amzn.in/d/082JBRh8,SPW2430,MSME mic AO,1,,
2026411,52224,Picture,https://www.amazon.in/Electron-N20-3-7V-Reduction-Electronic/dp/B0DH8N94VR?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=A3C7Z4RVM9A3G1,,DC motor N20,4,,
2026412,52225,Picture,https://robu.in/product/micro-sd-card-module/,,MIcro SD card reader module,4,,
2026413,52225,,,,MIcro SD card 32 gb,2,,
2026414,52225,,,,MIcro SD card 4 GB,1,,
2026415,52225,,,,MIcro SD cards 64 gb,1,,
2026416,52231,Picture,https://www.flyrobo.in/lm35d-analog-temperature-sensor-module?tracking=ads&tracking=4a9a9a&gad_source=1&gad_campaignid=17426303996&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-gX1R3FQArnC7AO8HKY66Lweu9O2YUyI9ODzj-5emPXxz-rssKdRZRoCnGEQAvD_BwE,LM35 Module,Temp module,2,,
2026417,52231,,,TMP117,Temperature Sensor,0,,
2026418,52231,,,LM35,temp transistor,2,,
2026419,52231,,,DS18B20-Module,Dig temp module,1,,
2026420,52232,Picture,https://www.google.com/search?client=firefox-b-d&hs=6ajV&sca_esv=ea5c7010ce8d97e6&sxsrf=APpeQnszkdN5SJvaTYlJMOCerD1DA9NnMg:1786098664707&udm=2&fbs=ABfTbFVyMZGZf1hfvX9uKjN_-G8c4u0nXx4bEIpwm1lnNH832SMIiTl3t-JZ4hGJOxPbHYSIu8Q64jU5EwQ-803VaKbd8XGNh2EAGT96nVa30badWXBZxFXVGBd7-kEiIsZZ-f1VVAQWActbR1Blefd2fzHOMlZbw1ZzunFac9BLKNMtV7HmCH9gEVbtBrFN4UpIi0ylh1L7jxgU7uaDu1QkbsVJFZsXiA&q=rg+24+module&sa=X&ved=2ahUKEwii_sWDqI6WAxVOb2wGHRuIMgQQtKgLegQIFxAB&biw=1366&bih=643&dpr=1#sv=CAMSURoyKhBlLV9SU2NQaDFjN2JTUXdNMg5fUlNjUGgxYzdiU1F3TToOTm91akRkTmE0OVdrQ00gBCoXCgFzEhBlLV9SU2NQaDFjN2JTUXdNGAEwARgHIKXJv4sBSggQARgBIAEoAQ,,RG 24 Module,2,,
2026421,52234,Picture,https://www.myinnovation.in/product-page/nrf24l01-2-4ghz-wireless-transceiver-module-with-antenna-for-arduino?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings&srsltid=AfmBOoo8fMKLO1wlHi0cC3MjK0LyCHFZMrINm3galzPI3K5zlhWY5HkViM4,,NRF24L01 wireless TX Rx module,1,,
2026422,52235,,,,Variable pot precision 10turn,4,,
2026423,52241,Picture,https://amzn.in/d/0etQqV8c,LM393 - For Speed,comparator chip/slots/speed sensor module,4,,
2026424,52242,Picture,https://quartzcomponents.com/products/micro-switch-mini-roller?srsltid=AfmBOop6IYtt0Jy2lmU6dKUtTD9XBIaYLjjI7SEEPz3QPIYNZML0MstW,,3 way roller switch,3,,
2026425,52242,Picture,https://amzn.in/d/0fxO6h9x,,8-position rotary switches,2,,
2026426,52242,Picture,https://ifuturetech.org/product/ky-040-rotary-encoder-module-with-integrated-push-button/,,rotary encoder with PushB,1,,
2026427,52242,,,,SPDT  switch(piano),6,,
2026428,52243,,,GE MCT2,Optocoupler,1,,
2026429,52243,,,KY008,HW-493 Red laser transmitter module,2,,
2026430,52243,,,,laser emitter,7,,
2026431,52243,,,,Laser ,1,,
2026432,52243,,,BPW 34,Photo diode,1,,
2026433,52233,,,PC817,optocoupler,3,,
2026434,52243,,,MOC3021,optocoupler,2,,
2026435,52243,,,4N35,optocoupler,1,,
2026436,52243,,,2M5777,Photo transistor,10,,
2026437,52243,,,MCT2E,optocoupler,1,,
2026438,52244,,,SS12D10,Slide switch,13,,
2026439,52244,,,,ON oFF switch SPST,9,,
2026440,52245,,,,DIP switches,15,,
2026441,52245,,,,DPDT,6,,
2026442,52245,,,,SPDT,2,,
2026443,311142,,,BYV27-200,TAP rectifiers,5,,
2026444,63,,,,Electrical  multiplug sockets for spike,2,,
2026445,36,Picture,https://makerbazar.in/products/plastic-wheels-for-rc-toys?variant=48251043447024,,Acrylic Chasis Wheels,32,,
2026446,36,,,,CASTOR wheel,10,,
2026447,34,,,,Chassis wheels,28,,
2026448,34,,,,Dummy wheel,14,,
2026449,34,Picture,https://www.amazon.in/Chassis-Motors-Wheels-Battery-Assembly/dp/B0F5PW6D82,,Acrylic Chassis 4WD(Full Setup),10,,
2026450,54,Picture,https://www.amazon.in/Noise-Advanced-Bluetooth-Brightness-Smartwatch/dp/B0B6BLTGTT?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=AJ6SIZC8YQDZX,,Smart watch with charger,1,,
2026451,53,Picture,https://www.amazon.in/ROBODUINO-NODEMCU-ESP8266-CP2102-Module/dp/B0DR5TC5K9,,NODE MCU,34,,
2026452,64,Picture,https://www.desertcart.in/products/718960814-premium-mecanum-wheels-4wd-omnidirectional-wheels-with-metal-6mm-coupling?gad_source=1&gad_campaignid=23077216304&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-sr8BJRO5SqXUSOX-pi4kXbYhJ0GHKu354s1hXnVgr-PiuK9WTejnhoCI7wQAvD_BwE,,Mecanum wheels,4,,
2026453,63,Picture,https://roboticsdna.in/product/single-side-pcb-universal-prototype-printed-circuit-board-protoboard-90x150mm-for-arduino/?src=google&kwd=&adgroup={adgroup}&device=c&campaign={campaign}&adgroup={adgroup}&keyword=&matchtype=&gad_source=1&gad_campaignid=23684419086&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-p9CgA3qmGPFetn9Yb9Z0f96w0kXe87-A_08GVInCi-RMiFtGnHq8BoCUQoQAvD_BwE,,PCB boards,1,,
2026454,34,,,,Robo chassis Iron with wheels &motor,5,,
2026455,34,,,,Robo chassis iron,6,,
2026456,33611,,,74LS00,Quad 2-input NAND Gate,50,,
2026457,33612,,,74LS02,Quad 2-input NOR Gate,50,,
2026458,33613,,,74LS04,Hex Inverter,100,,
2026459,33614,,,74LS08,Quad 2-input AND Gate,50,,
2026460,33615,,,74LS11,Triple 3-input AND Gate,100,,
2026461,33621,,,74LS32,Quad 2-input OR Gate,100,,
2026462,33622,,,74LS86,Quad EXCLUSIVE-OR Gate,50,,
2026463,33623,,,74LS93,4-bit Binary Counter,50,,
2026464,33644,,,74LS125,Quad Bus Buffer Negative Enable Tri-State,15,,
2026465,33625,,,74LS151,8-input Multiplexer,100,,
2026466,33631,,,74LS153,Dual 4 to 1 Selector/Multiplexer,50,,
2026467,,,,74LS157,Quad 2/1 Data Selector,50,,
2026468,33633,,,74LS595,Shift Register,50,,
2026469,33634,,,CD4001,Quad 2-input NOR Gate,100,,
2026470,,,,CD4007,Dual Complementary Pair mosfets,0,,
2026471,33635,,,CD4011,Quad 2-input NAND Gate,50,,
2026472,33641,,,CD4012,Dual 4-input NAND Gate,50,,
2026473,33642,,,CD4511,BCD to 7-segment Latch/Decoder/Driver,50,,
2026474,,,,7660,voltage converter from 1.5 to 10 V to -1.5 to -10V,0,,
2026475,,,,8531,Single-supply regulators with 250mA,0,,
2026476,,,,ADC0808,8 Bit ADC with 8 channel multiplexer,0,,
2026477,31242,,,DAC0808,8 Bit digital to analog converter,34,,
2026478,,,,LM3914,variable voltage regulator,0,,
2026479,,,,LM317,variable voltage regulator,0,,
2026480,,,,LM2940,Variable voltage regulator ,0,,
2026481,,,,LM324,Low Power Quad Op-Amp,0,,
2026482,32343,,,D386,equivalent LM386,1,,
2026483,,,,CA3130,CMOS Operational Amplifier,0,,
2026484,,,,TL071,Low Noise JFET Op-Amp,0,,
2026485,32344,,,BC547,NPN General Purpose Transistor,4,,
2026486,32344,,,BC557,PNP General Purpose Transistor,0,,
2026487,,,,2N3055,NPN Power Transistor,0,,
2026488,,,,2N2955,PNP Power Transistor,0,,
2026489,,,,TIP31C,NPN Power Transistor Ic 3A,0,,
2026490,,,,TIP32A,PNP Ic 3A,0,,
2026491,,,,AC128,Germanium Transistor,0,,
2026492,,,,IRF530,Nchannel 14A 100V,0,,
2026493,,,,IRF540,Nchannel 30A 100V,0,,
2026494,,,,IRF9530,Pchannel ,0,,
2026495,,,,UM91215B,tone/pulseDialer,0,,
2026496,,,,DS26LS32,Quad differential Line receiver,0,,
2026497,,,,AH44E,magnetic Field sensor,0,,
2026498,,,,4N32,optocoupler,0,,
2026499,,,,X341,NPN planar small signal transistor,0,,
2026500,,,,2822,L Stereo Audio Amplifier,0,,
2026501,32345,,,IN4007,General purpose diode,1,,
2026502,,,,,Wire Bundle - Black,4,,
2026503,,,,,Wire Bundle - Blue,4,,
2026504,,,,,Wire Bundle - Green,4,,
2026505,,,,,Wire Bundle - Red,4,,
2026506,,,,,Wire Bundle - Yellow,4,,
2026507,32351,,,,Male Burg Strip - 2.5MM,0,,
2026508,32351,,,,Male Burg Strip - 2.5MM  L-shape,0,,
2026509,32352,Picture,https://robu.in/product/2mm-pitch-male-berg-strip-40x1-2pcs/,,Male Burg Strip - 2MM,0,,
2026510,32352,,,,Female Burg Strip - 2.5MM,25,,
2026511,,,,,Female Burg Strip - 2MM,0,,
2026512,63,,,,Breadboard - Big,57,,
2026513,32352,,,,female burg strip SIL - For DSM Kits,0,,
2026514,63,,,,Breadboard for  DSM kits,40,,
2026515,63,,,,Breadboard - Small,2,,
2026516,7,,,,RPS,5,,
2026517,,,,,Batteries - 9V for Multimeter,0,,
2026518,63,Picture,https://robu.in/product/dmegc-inr18650-26e-3-7v-2600mah-li-ion-battery/?gad_source=1&gad_campaignid=17427802559&gbraid=0AAAAADvLFWd68TxUDin7odoUDAuI2Yli2&gclid=CjwKCAjw1bvTBhBbEiwAzbP8L95Srhx9qpvGPNfYGM1PBO8WQmg_F-QURnJLStBvBp-4uEDd1_J3YBoCexAQAvD_BwE,18650,Battery,0,,
2026519,,Picture,https://www.amazon.in/Connector-Accurate-Reliable-Pressure-Measurements/dp/B0FKMP8WLQ,,BP Cuff set,0,,
2026520,,,,,Jumper Wires - F-F,0,,
2026521,,,,,Jumper Wires - M-F,0,,
2026522,,,,,Jumper Wires - M-M,0,,
2026523,3313,,,4.7uH,Inductor ,4,,
2026524,3312,,,3.3uH,Inductor ,20,,
2026525,3311,,,10uH,Inductor ,2,,
2026526,3311,,,1uH,Inductor ,12,,
2026527,3311,,,100uH,Inductor ,19,,
2026528,3314,,,330nH,Inductor ,4,,
2026529,3312,,,10mH,Inductor ,15,,
2026530,3312,,,1mH,Inductor ,2,,
2026531,3312 & 3315,,,MilliH value,Inductor ,0,,
2026532,3313,,,220uH,Inductor ,15,,
2026533,3313,,,2.2mH,Inductor ,5,,
2026534,3313,,,4.7mH,Inductor ,4,,
2026535,3314,,,560nH,Inductor ,8,,
2026536,3314,,,220nH,Inductor ,3,,
2026537,3321,,,1MOHM,Preset and trimpots,0,,
2026538,3321,,,100KOHM,Preset and trimpots,0,,
2026539,3321,,,20KOHM,Preset and trimpots,0,,
2026540,3321,,,50KOHM,Preset and trimpots,0,,
2026541,3322,,,10KOHM,Preset and trimpots,0,,
2026542,3322,,,5KOHM,Preset and trimpots,0,,
2026543,3322,,,2KOHM,Preset and trimpots,0,,
2026544,3322,,,1KOHM,Preset and trimpots,0,,
2026545,3323,,,,Variable capacitors,0,,
2026546,3351,,,10OHM,Load resistor,15,,
2026547,3352,,,15KOHM,Load resistor,8,,
2026548,3352,,,22KOHM,Load resistor,10,,
2026549,3353,,,47OHM,Load resistor,15,,
2026550,33,,,1OHM,Load resistor - 10W,21,,
2026551,33,,,4.7OHM,Load resistor - 5W,3,,
2026552,33,,,1OHM,Load resistor - 5W,25,,
2026553,52253,Picture,https://www.flyrobo.in/time-flight-vl53l0-1xv2-laser-ranging-sensor-tof?tracking=ads&tracking=feed1505&gad_source=1&gad_campaignid=23845158606&gclid=CjwKCAjwwL_UBhAjEiwAEhuT5PYxz1q71GQeSac1EREg148FyqiQDMXU-IWYV3eAYhNC7H01HgDALRoCn-MQAvD_BwE,VL53L0/1XV2,Lidar sensor - Time of flight sensor - Laser Ranging Sensor,0,,
2026554,52253,,,PCM1808,24 bit ADC,2,,
2026555,52253,,,CJMCU-9833,programmable waveform Generator Module,1,,
2026556,63,,,18650-Holder Battery ,Holder - 18650 - Double,0,,
2026557,,Picture,https://www.amazon.in/gp/product/B08PW6W54V/ref=ox_sc_act_title_1?smid=AJ6SIZC8YQDZX&psc=1,,Micro HDMI to HDMI,0,,
2026558,,,,,Arduino UNO Cable,10,,
2026559,,,,,Tester with screwdriver (star&flat),0,,
2026560,,,,,insulation tap,3,,
2026561,,,,,DMM 9V BATTRY,0,,
2026562,,,,,RED LED'S,0,,
2026563,,,,,,,,
2026564,,,,,,,,
2026565,,,,,,,,
2026566,,,,,,,,
2026567,,,,,,,,
2026568,,,,,,,,
2026569,,,,,,,,
2026570,,,,,,,,
2026571,,,,,,,,
2026572,,,,,,,,
2026573,,,,,,,,
2026574,,,,,,,,
2026575,,,,,,,,
2026576,,,,,,,,
2026577,,,,,,,,
2026578,,,,,,,,
2026579,,,,,,,,
2026580,,,,,,,,
2026581,,,,,,,,
2026582,,,,,,,,
2026583,,,,,,,,
2026584,,,,,,,,
2026585,,,,,,,,
2026586,,,,,,,,
2026587,,,,,,,,
2026588,,,,,,,,
2026589,,,,,,,,
2026590,,,,,,,,
2026591,,,,,,,,
2026592,,,,,,,,
2026593,,,,,,,,
2026594,,,,,,,,
2026595,,,,,,,,
2026596,,,,,,,,
2026597,,,,,,,,
2026598,,,,,,,,
2026599,,,,,,,,
2026600,,,,,,,,
